Date,Tmax_1,Tmin_1,Tavg_1,Tdepart,Tdew_point_1,Twet_bulb_1,HeatDegDay_1,CoolDegDay_1,Sunrise,Sunset,PrecipTotal_1,StnPressure_1,Wind_ResultSpeed_1,Wind_ResultDir_1,Wind_AvgSpeed_1,WeatherCode_BR_1,WeatherCode_DZ_1,WeatherCode_HZ_1,WeatherCode_NONE_1,WeatherCode_RA_1,WeatherCode_TS_1,WeatherCode_TSRA_1,Tmax_2,Tmin_2,Tavg_2,Tdew_point_2,Twet_bulb_2,HeatDegDay_2,CoolDegDay_2,PrecipTotal_2,StnPressure_2,Wind_ResultSpeed_2,Wind_ResultDir_2,Wind_AvgSpeed_2,WeatherCode_BR_2,WeatherCode_DZ_2,WeatherCode_HZ_2,WeatherCode_NONE_2,WeatherCode_RA_2,WeatherCode_TS_2,WeatherCode_TSRA_2
2012-10-30,48,39,44,-2,26,36,21,0,622,1649,0.0,29.08,19.4,35,18.5,0,0,0,1,0,0,0,47,40,44,26,37,21,0,0.0,29.15,19.3,34,19.5,0,0,0,1,0,0,0
2012-10-31,50,34,42,-4,26,35,23,0,623,1647,0.0,29.09,13.5,33,13.8,0,0,0,1,0,0,0,49,35,42,26,35,23,0,0.0,29.16,12.1,32,12.4,0,0,0,1,0,0,0
2013-05-01,84,56,70,17,54,62,0,5,448,1849,0.0,29.36,8.0,18,9.7,0,0,0,1,0,0,0,85,63,74,52,62,0,9,0.0,29.43,7.7,18,8.0,0,0,0,1,0,0,0
2013-05-02,55,42,49,-5,41,45,16,0,447,1850,0.11,29.44,15.2,3,15.4,0,0,0,0,1,0,0,71,42,57,39,45,8,0,0.0,29.51,15.8,2,16.1,0,0,0,1,0,0,0
2013-05-03,48,40,44,-10,42,43,21,0,446,1851,0.05,29.28,11.2,4,11.5,1,0,0,0,1,0,0,50,40,45,41,44,20,0,0.02,29.34,11.0,2,11.2,0,0,0,0,1,0,0
2013-05-04,71,48,60,6,45,51,5,0,444,1852,0.02,29.26,6.1,6,7.0,0,0,0,1,0,0,0,72,49,61,44,51,4,0,0.005,29.32,6.0,6,7.6,0,0,0,1,0,0,0
2013-05-05,69,48,59,4,43,50,6,0,443,1853,0.005,29.28,8.8,3,9.3,0,0,0,0,1,0,0,70,49,60,41,50,5,0,0.0,29.34,8.0,2,8.6,0,0,0,1,0,0,0
2013-05-06,71,50,61,6,39,49,4,0,442,1855,0.005,29.28,7.5,3,8.0,0,0,0,1,0,0,0,70,51,61,37,49,4,0,0.0,29.34,7.0,2,7.5,0,0,0,1,0,0,0
2013-05-07,75,48,62,7,41,52,3,0,441,1856,0.0,29.28,4.7,5,5.8,0,0,0,1,0,0,0,76,49,63,39,51,2,0,0.0,29.35,5.1,5,6.3,0,0,0,1,0,0,0
2013-05-08,79,48,64,8,43,54,1,0,439,1857,0.0,29.26,3.7,7,5.1,0,0,0,1,0,0,0,77,46,62,42,53,3,0,0.0,29.33,4.0,9,4.4,0,0,0,1,0,0,0
2013-05-09,75,46,61,5,50,54,4,0,438,1858,0.32,29.15,1.0,9,5.8,0,0,0,0,1,0,0,76,50,63,49,56,2,0,0.63,29.23,0.7,20,5.5,1,1,0,0,1,0,0
2013-05-10,47,44,46,-10,43,45,19,0,437,1859,0.13,29.18,9.4,36,10.0,1,1,0,0,1,0,0,50,44,47,41,44,18,0,0.04,29.25,10.5,35,10.8,1,1,1,0,0,0,0
2013-05-11,60,43,52,-5,37,45,13,0,436,1900,0.0,29.21,10.1,30,12.7,0,0,0,1,0,0,0,62,44,53,36,45,12,0,0.0,29.28,8.7,28,11.1,1,0,1,0,0,0,0
2013-05-12,55,37,46,-11,29,39,19,0,435,1901,0.0,29.35,7.8,32,11.2,0,0,0,1,0,0,0,55,38,47,28,39,18,0,0.0,29.42,5.5,32,9.6,0,0,0,1,0,0,0
2013-05-13,64,36,50,-8,32,43,15,0,434,1902,0.0,29.34,2.5,9,5.9,0,0,0,1,0,0,0,61,38,50,31,43,15,0,0.0,29.42,3.1,8,6.3,0,0,0,1,0,0,0
2013-05-14,91,50,71,13,49,59,0,6,433,1903,0.0,28.98,8.4,22,11.7,0,0,0,1,0,0,0,90,57,74,47,58,0,9,0.0,29.07,8.9,21,11.5,0,0,0,1,0,0,0
2013-05-15,84,60,72,14,49,59,0,7,432,1904,0.0,29.07,3.2,28,8.4,0,0,0,1,0,0,0,83,62,73,47,58,0,8,0.005,29.14,2.3,24,9.5,0,0,0,1,0,0,0
2013-05-16,83,53,68,9,46,56,0,3,431,1905,0.0,29.2,4.1,7,5.0,0,0,0,1,0,0,0,81,57,69,44,56,0,4,0.0,29.26,4.0,7,5.3,0,0,0,1,0,0,0
2013-05-17,70,55,63,4,46,53,2,0,430,1906,0.005,29.29,6.1,4,6.8,0,0,0,1,0,0,0,73,58,66,47,55,0,1,0.005,29.36,4.5,6,6.1,0,0,0,1,0,0,0
2013-05-18,80,56,68,8,56,61,0,3,429,1907,0.0,29.26,5.3,12,6.5,0,0,0,1,0,0,0,79,59,69,55,61,0,4,0.0,29.33,6.3,10,7.0,1,0,1,0,0,0,0
2013-05-19,86,58,72,12,61,66,0,7,428,1908,0.0,29.12,6.2,14,7.6,1,0,1,0,0,0,0,87,62,75,60,66,0,10,0.0,29.18,7.1,15,8.1,0,0,1,0,0,0,0
2013-05-20,89,65,77,16,60,67,0,12,427,1909,1.09,29.03,12.6,22,13.7,1,0,0,0,1,0,1,92,65,79,59,67,0,14,1.25,29.1,13.6,20,14.4,1,0,0,0,0,1,1
2013-05-21,81,64,73,12,63,66,0,8,426,1910,0.56,28.96,11.2,20,12.1,1,0,0,0,1,0,0,82,65,74,62,66,0,9,0.2,29.03,12.4,20,12.8,0,0,0,0,1,0,1
2013-05-22,73,52,63,2,60,63,2,0,425,1911,1.35,28.97,4.5,25,7.4,1,0,0,0,1,1,0,73,56,65,59,62,0,0,0.65,29.03,6.4,23,9.3,1,0,0,0,1,0,0
2013-05-23,54,42,48,-13,43,46,17,0,425,1912,0.06,29.38,14.5,2,14.8,1,0,0,0,1,0,0,56,43,50,40,45,15,0,0.12,29.44,17.9,36,18.1,1,0,0,0,1,0,0
2013-05-24,57,41,49,-13,34,42,16,0,424,1913,0.0,29.62,7.5,4,8.1,0,0,0,1,0,0,0,57,42,50,33,42,15,0,0.0,29.7,8.1,3,9.0,0,0,0,1,0,0,0
2013-05-25,57,44,51,-11,37,44,14,0,423,1914,0.0,29.59,4.7,5,5.1,0,0,0,1,0,0,0,57,46,52,36,44,13,0,0.0,29.67,3.3,6,3.7,0,0,0,1,0,0,0
2013-05-26,68,44,56,-6,44,50,9,0,422,1915,0.02,29.47,5.5,9,7.4,0,0,0,0,1,0,0,67,46,57,43,50,8,0,0.005,29.54,4.0,9,5.7,0,0,0,0,1,0,0
2013-05-27,62,53,58,-4,53,55,7,0,422,1916,0.23,29.21,8.5,9,9.1,1,1,1,0,0,0,1,65,56,61,54,57,4,0,0.19,29.28,7.5,10,8.3,1,0,0,0,1,0,1
2013-05-28,76,56,66,3,64,66,0,1,421,1916,0.2,29.06,8.7,21,10.2,1,0,0,0,1,0,1,76,59,68,63,65,0,3,2.2,29.13,9.5,19,10.3,1,0,0,0,1,0,1
2013-05-29,84,64,74,10,64,67,0,9,421,1917,0.01,29.16,7.3,20,8.7,0,0,0,1,0,0,0,85,65,75,62,67,0,10,0.02,29.23,7.9,20,9.2,0,0,0,0,1,0,0
2013-05-30,83,64,74,10,66,69,0,9,420,1918,0.51,29.13,13.4,19,14.6,0,0,0,0,1,0,1,84,65,75,64,68,0,10,0.09,29.22,12.9,18,13.9,0,0,0,0,1,0,0
2013-05-31,77,64,71,7,65,67,0,6,420,1919,0.3,29.05,11.7,20,12.1,1,0,0,0,1,0,0,78,65,72,64,67,0,7,0.23,29.13,12.4,19,12.7,1,0,0,0,1,0,1
2013-06-01,76,63,70,6,62,64,0,5,419,1920,0.56,28.98,13.1,22,13.0,1,0,0,0,1,0,0,76,63,70,61,64,0,5,0.44,29.05,11.9,21,11.9,0,0,0,1,0,0,0
2013-06-02,63,43,53,-11,50,51,12,0,419,1920,0.01,29.24,1.8,5,6.2,1,1,0,0,1,0,0,63,47,55,48,51,10,0,0.01,29.31,2.8,4,7.7,1,1,1,0,0,0,0
2013-06-03,68,43,56,-8,43,50,9,0,418,1921,0.0,29.34,3.7,12,4.8,0,0,0,1,0,0,0,68,43,56,40,49,9,0,0.0,29.41,2.6,9,4.0,0,0,0,1,0,0,0
2013-06-04,72,50,61,-3,45,52,4,0,418,1922,0.0,29.39,5.3,7,6.1,0,0,0,1,0,0,0,72,50,61,44,52,4,0,0.0,29.46,5.6,7,6.9,0,0,0,1,0,0,0
2013-06-05,73,54,64,-1,49,54,1,0,417,1923,0.01,29.24,6.8,5,8.2,0,0,0,0,1,0,0,76,56,66,46,55,0,1,0.005,29.33,6.1,6,8.3,0,0,0,0,1,0,0
2013-06-06,64,52,58,-8,50,53,7,0,417,1923,0.15,29.18,8.9,3,9.1,0,0,0,0,1,0,0,65,54,60,48,53,5,0,0.06,29.23,9.0,3,9.6,0,0,0,0,1,0,0
2013-06-07,68,52,60,-6,45,52,5,0,417,1924,0.005,29.2,9.5,3,9.9,0,0,0,1,0,0,0,68,54,61,44,52,4,0,0.0,29.26,8.8,2,9.2,0,0,0,1,0,0,0
2013-06-08,74,49,62,-4,43,53,3,0,417,1925,0.0,29.25,4.7,7,5.4,0,0,0,1,0,0,0,74,50,62,42,53,3,0,0.0,29.31,4.7,6,5.6,0,0,0,1,0,0,0
2013-06-09,80,55,68,2,55,61,0,3,416,1925,0.01,29.15,6.0,15,8.9,0,0,0,0,1,0,0,83,58,71,53,61,0,6,0.01,29.22,7.1,15,8.4,0,0,0,0,1,0,0
2013-06-10,76,60,68,1,63,65,0,3,416,1926,0.26,29.08,2.7,4,4.3,1,0,1,0,1,0,1,75,61,68,61,64,0,3,0.85,29.14,2.0,7,4.4,1,0,1,0,1,0,0
2013-06-11,83,60,72,5,62,67,0,7,416,1926,0.005,29.13,3.2,25,4.5,1,0,0,0,1,0,0,84,60,72,61,66,0,7,0.24,29.21,2.5,23,4.1,1,0,0,0,1,0,0
2013-06-12,86,63,75,7,64,67,0,10,416,1927,0.75,29.0,3.1,8,8.0,1,0,0,0,0,1,1,87,64,76,64,67,0,11,0.25,29.08,2.9,5,5.8,1,0,1,0,1,0,1
2013-06-13,73,58,66,-2,54,59,0,1,416,1927,0.0,29.23,11.7,3,12.2,1,0,0,0,0,0,0,72,59,66,53,59,0,1,0.0,29.29,12.6,1,13.2,1,0,0,0,0,0,0
2013-06-14,78,56,67,-1,51,57,0,2,416,1928,0.0,29.34,6.6,6,7.9,0,0,0,1,0,0,0,76,57,67,50,57,0,2,0.0,29.4,6.0,5,7.8,0,0,0,1,0,0,0
2013-06-15,80,58,69,1,62,65,0,4,416,1928,0.17,29.21,5.6,21,7.7,1,0,0,0,1,0,0,81,61,71,60,64,0,6,0.12,29.28,5.6,21,7.2,0,0,0,0,1,1,0
2013-06-16,86,69,78,9,62,67,0,13,416,1929,0.0,29.16,8.3,27,9.2,0,0,0,1,0,0,0,83,69,76,62,67,0,11,0.0,29.23,8.6,24,9.5,0,0,0,1,0,0,0
2013-06-17,88,59,74,5,55,63,0,9,416,1929,0.03,29.18,3.9,29,8.1,0,0,0,1,0,0,0,88,62,75,56,64,0,10,0.1,29.24,3.7,28,8.4,0,0,0,0,0,0,1
2013-06-18,71,56,64,-6,52,56,1,0,416,1929,0.0,29.31,11.4,3,11.6,1,0,0,0,0,0,0,70,57,64,52,57,1,0,0.01,29.36,12.1,2,12.4,1,0,1,0,1,0,0
2013-06-19,75,53,64,-6,46,55,1,0,416,1930,0.0,29.39,5.9,8,6.9,0,0,0,1,0,0,0,75,57,66,46,56,0,1,0.0,29.44,6.4,7,7.2,0,0,0,1,0,0,0
2013-06-20,86,56,71,1,58,64,0,6,416,1930,0.0,29.38,5.1,12,5.9,0,0,0,1,0,0,0,86,62,74,57,64,0,9,0.0,29.45,6.0,11,7.2,0,0,0,1,0,0,0
2013-06-21,82,68,75,5,65,68,0,10,416,1930,0.79,29.34,7.4,19,9.5,1,0,0,0,1,0,0,85,70,78,63,67,0,13,0.11,29.39,7.6,19,9.6,0,0,0,0,0,0,1
2013-06-22,80,67,74,4,67,69,0,9,417,1931,0.04,29.3,3.1,22,8.4,0,0,0,0,1,0,0,83,70,77,65,69,0,12,0.0,29.37,4.8,20,7.8,0,0,0,1,0,0,0
2013-06-23,87,66,77,7,68,71,0,12,417,1931,0.84,29.26,10.7,20,11.5,0,0,0,0,1,0,0,89,69,79,66,70,0,14,0.005,29.34,9.3,20,9.5,0,0,0,0,0,0,1
2013-06-24,89,67,78,7,67,69,0,13,417,1931,0.18,29.25,8.9,23,10.0,1,0,0,0,0,0,0,86,68,77,65,69,0,12,0.14,29.3,10.5,21,11.0,0,0,1,0,0,0,0
2013-06-25,85,67,76,5,69,71,0,11,417,1931,0.03,29.13,4.5,19,6.9,0,0,0,0,0,0,1,87,70,79,67,71,0,14,0.005,29.21,5.2,21,8.6,0,0,0,0,1,0,0
2013-06-26,80,66,73,2,67,68,0,8,418,1931,1.48,29.05,2.2,16,7.4,1,0,0,0,1,0,1,81,68,75,65,68,0,10,0.19,29.11,2.6,18,9.0,0,0,0,0,1,1,0
2013-06-27,90,64,77,6,67,70,0,12,418,1931,0.92,29.01,7.2,29,7.2,1,0,0,0,0,0,0,91,66,79,65,69,0,14,0.59,29.08,6.1,29,6.8,1,0,1,0,0,0,0
2013-06-28,83,67,75,4,61,66,0,10,419,1931,0.005,28.91,10.5,31,10.9,0,0,0,0,1,0,0,83,68,76,60,65,0,11,0.16,28.97,9.0,29,9.8,0,0,0,0,1,0,0
2013-06-29,72,64,68,-3,59,62,0,3,419,1931,0.0,28.97,12.0,2,12.3,1,0,0,0,0,0,0,72,64,68,59,62,0,3,0.005,29.03,11.7,1,12.0,0,0,0,0,1,0,0
2013-06-30,77,62,70,-2,52,59,0,5,419,1931,0.0,29.2,13.8,2,13.9,0,0,0,1,0,0,0,76,64,70,52,60,0,5,0.0,29.25,14.0,1,14.2,0,0,0,1,0,0,0
2013-07-01,75,59,67,-5,51,58,0,2,420,1931,0.0,29.31,12.6,3,12.3,0,0,0,1,0,0,0,75,61,68,50,58,0,3,0.0,29.37,13.8,3,13.6,0,0,0,1,0,0,0
2013-07-02,68,60,64,-8,52,57,1,0,420,1931,0.005,29.33,11.0,3,11.2,0,0,0,1,0,0,0,68,62,65,53,58,0,0,0.005,29.39,12.0,3,12.3,0,0,0,0,1,0,0
2013-07-03,72,59,66,-6,60,62,0,1,421,1931,0.02,29.32,2.2,2,5.3,1,1,1,0,0,0,0,74,62,68,60,62,0,3,0.07,29.38,0.5,36,4.2,0,0,0,0,1,0,1
2013-07-04,83,56,70,-2,61,64,0,5,422,1930,0.0,29.34,4.4,20,5.1,1,0,0,0,0,0,0,83,61,72,59,65,0,7,0.0,29.41,7.3,19,7.7,1,0,1,0,0,0,0
2013-07-05,86,60,73,1,61,66,0,8,422,1930,0.0,29.33,3.7,19,4.8,0,0,0,1,0,0,0,87,63,75,60,66,0,10,0.0,29.39,5.1,20,5.9,0,0,0,1,0,0,0
2013-07-06,83,65,74,2,65,68,0,9,423,1930,0.0,29.29,4.1,19,4.5,0,0,0,1,0,0,0,82,71,77,63,68,0,12,0.0,29.36,5.4,19,5.9,0,0,0,1,0,0,0
2013-07-07,88,70,79,7,67,71,0,14,423,1930,0.0,29.26,6.6,21,6.8,0,0,0,1,0,0,0,89,70,80,66,71,0,15,0.0,29.33,8.0,21,8.2,0,0,0,1,0,0,0
2013-07-08,86,70,78,5,71,74,0,13,424,1929,0.5,29.24,7.8,23,8.4,1,0,0,0,1,0,1,87,71,79,70,72,0,14,0.84,29.31,10.0,22,10.5,1,0,0,0,1,0,0
2013-07-09,85,73,79,6,74,75,0,14,425,1929,0.005,29.19,6.9,23,7.3,1,0,0,0,0,0,0,85,75,80,72,75,0,15,0.01,29.26,8.9,23,9.3,1,0,1,0,1,0,0
2013-07-10,85,66,76,3,65,70,0,11,425,1929,0.0,29.2,6.0,34,8.3,0,0,0,1,0,0,0,87,66,77,65,69,0,12,0.0,29.26,3.7,3,8.0,0,0,0,1,0,0,0
2013-07-11,81,64,73,0,54,62,0,8,426,1928,0.0,29.36,6.5,3,7.4,0,0,0,1,0,0,0,80,63,72,52,61,0,7,0.0,29.42,6.3,3,7.5,0,0,0,1,0,0,0
2013-07-12,83,58,71,-2,53,61,0,6,427,1928,0.0,29.38,4.0,8,4.8,0,0,0,1,0,0,0,82,60,71,54,62,0,6,0.0,29.44,4.1,8,5.4,0,0,0,1,0,0,0
2013-07-13,84,62,73,0,59,65,0,8,428,1927,0.0,29.41,6.8,9,7.5,0,0,0,1,0,0,0,83,67,75,58,65,0,10,0.0,29.47,6.4,9,7.1,0,0,0,1,0,0,0
2013-07-14,88,72,80,7,66,71,0,15,428,1927,0.0,29.47,6.7,9,7.6,0,0,0,1,0,0,0,88,73,81,66,70,0,16,0.0,29.52,8.2,8,8.5,0,0,0,1,0,0,0
2013-07-15,89,71,80,6,71,74,0,15,429,1926,0.09,29.52,4.3,8,5.1,0,0,0,1,0,0,0,91,75,83,71,74,0,18,0.02,29.57,5.0,8,6.2,0,0,0,1,0,0,0
2013-07-16,92,73,83,9,72,75,0,18,430,1925,0.0,29.54,6.4,23,6.8,0,0,0,1,0,0,0,93,77,85,70,75,0,20,0.01,29.61,6.8,22,7.3,0,0,0,1,0,0,0
2013-07-17,94,76,85,11,72,76,0,20,431,1925,0.0,29.51,6.7,26,6.9,0,0,0,1,0,0,0,95,77,86,70,75,0,21,0.0,29.57,6.2,25,7.1,0,0,0,1,0,0,0
2013-07-18,95,77,86,12,72,76,0,21,432,1924,0.005,29.31,7.2,24,8.1,0,0,0,1,0,0,0,96,79,88,71,76,0,23,0.0,29.38,8.8,23,9.4,0,0,0,0,0,1,0
2013-07-19,96,71,84,10,70,75,0,19,433,1923,0.58,29.1,13.3,25,14.0,1,0,0,0,0,1,0,97,75,86,69,75,0,21,0.005,29.17,13.4,24,13.9,0,0,0,0,0,1,0
2013-07-20,89,71,80,6,64,69,0,15,433,1923,0.06,29.17,4.8,1,7.5,0,0,0,1,0,0,0,88,72,80,63,69,0,15,0.01,29.23,3.8,3,7.2,0,0,0,0,1,0,0
2013-07-21,88,68,78,4,65,69,0,13,434,1922,0.01,29.18,2.8,7,6.7,0,0,0,1,0,0,0,89,72,81,63,69,0,16,0.0,29.24,2.9,11,7.9,0,0,0,1,0,0,0
2013-07-22,87,71,79,5,66,71,0,14,435,1921,0.005,29.07,4.9,24,7.4,0,0,0,0,1,0,1,90,72,81,64,70,0,16,0.005,29.14,5.2,21,7.4,0,0,0,0,0,0,1
2013-07-23,78,63,71,-3,60,64,0,6,436,1920,0.03,29.15,8.8,2,11.0,0,0,0,1,0,0,0,80,65,73,58,64,0,8,0.0,29.21,7.3,1,11.4,0,0,0,1,0,0,0
2013-07-24,72,60,66,-8,51,58,0,1,437,1919,0.0,29.31,7.8,5,8.1,0,0,0,1,0,0,0,73,62,68,48,57,0,3,0.0,29.38,10.1,5,10.5,0,0,0,1,0,0,0
2013-07-25,81,57,69,-5,54,61,0,4,438,1918,0.0,29.33,4.1,23,5.1,0,0,0,1,0,0,0,81,58,70,52,60,0,5,0.0,29.39,2.7,23,3.9,0,0,0,1,0,0,0
2013-07-26,70,62,66,-8,61,63,0,1,439,1918,0.39,29.21,7.6,22,8.5,1,0,0,0,1,0,0,74,65,70,58,62,0,5,0.01,29.28,9.3,21,10.2,0,0,0,0,1,0,0
2013-07-27,65,55,60,-14,51,56,5,0,440,1917,0.0,29.17,9.0,30,10.6,0,0,0,1,0,0,0,68,57,63,49,55,2,0,0.0,29.23,10.3,30,11.3,0,0,0,1,0,0,0
2013-07-28,69,54,62,-12,50,55,3,0,441,1916,0.005,29.23,8.7,28,9.1,0,0,0,0,1,0,0,71,55,63,47,54,2,0,0.005,29.3,9.5,26,9.8,0,0,0,0,1,0,0
2013-07-29,76,57,67,-7,55,59,0,2,442,1915,0.0,29.41,2.0,1,7.0,0,0,0,1,0,0,0,76,58,67,53,59,0,2,0.0,29.47,2.3,2,7.7,0,0,0,1,0,0,0
2013-07-30,74,57,66,-8,59,62,0,1,443,1914,0.04,29.39,4.2,16,4.7,0,0,0,0,1,0,0,74,61,68,56,61,0,3,0.005,29.46,5.5,16,6.0,0,0,0,0,1,0,0
2013-07-31,75,62,69,-5,64,65,0,4,444,1913,0.5,29.26,2.2,32,4.4,1,1,0,0,1,0,0,75,64,70,63,65,0,5,0.18,29.33,2.5,30,4.2,1,1,1,0,1,0,0
2013-08-01,81,61,71,-2,57,62,0,6,445,1911,0.0,29.23,7.6,30,7.8,0,0,0,1,0,0,0,82,61,72,54,62,0,7,0.0,29.29,6.2,29,7.1,0,0,0,1,0,0,0
2013-08-02,84,62,73,0,63,67,0,8,446,1910,0.63,29.15,4.5,29,8.2,1,0,0,0,1,0,0,86,65,76,62,66,0,11,0.41,29.23,2.7,23,7.7,0,0,0,0,1,0,0
2013-08-03,81,64,73,0,55,62,0,8,447,1909,0.0,29.33,5.8,2,6.8,0,0,0,1,0,0,0,79,66,73,54,62,0,8,0.0,29.39,6.9,4,8.4,0,0,0,1,0,0,0
2013-08-04,75,60,68,-5,56,61,0,3,448,1908,0.005,29.42,5.9,6,7.8,0,0,0,0,1,0,0,74,60,67,55,61,0,2,0.005,29.49,6.1,7,6.9,0,0,0,0,1,0,0
2013-08-05,75,58,67,-6,59,62,0,2,449,1907,0.07,29.23,6.8,19,7.6,0,0,0,0,1,0,0,76,63,70,56,61,0,5,0.02,29.29,7.1,18,7.9,0,0,0,1,0,0,0
2013-08-06,83,67,75,2,68,70,0,10,450,1906,0.04,29.13,7.2,21,8.0,0,0,0,1,0,0,0,85,68,77,65,69,0,12,0.0,29.21,8.7,21,9.4,0,0,0,1,0,0,0
2013-08-07,89,67,78,5,68,71,0,13,451,1904,0.005,29.14,4.0,30,9.9,0,0,0,1,0,0,0,91,70,81,67,71,0,16,0.01,29.2,2.4,30,10.5,1,0,0,0,0,0,0
2013-08-08,78,65,72,-1,56,62,0,7,452,1903,0.0,29.26,8.6,5,9.3,0,0,0,1,0,0,0,79,69,74,55,62,0,9,0.0,29.33,10.5,5,10.8,0,0,0,1,0,0,0
2013-08-09,82,59,71,-2,60,65,0,6,453,1902,0.005,29.28,4.7,27,5.3,0,0,0,1,0,0,0,84,62,73,58,65,0,8,0.0,29.34,4.9,27,5.6,0,0,0,1,0,0,0
2013-08-10,81,64,73,0,57,63,0,8,454,1900,0.0,29.25,5.3,5,6.5,0,0,0,1,0,0,0,81,68,75,55,63,0,10,0.0,29.31,6.0,6,7.4,0,0,0,1,0,0,0
2013-08-11,81,60,71,-2,61,64,0,6,455,1859,0.01,29.35,2.0,27,3.0,0,0,0,0,1,0,0,84,63,74,57,64,0,9,0.005,29.42,4.0,24,5.4,0,0,0,1,0,0,0
2013-08-12,82,67,75,2,65,68,0,10,456,1858,0.27,29.21,3.5,27,7.5,0,1,0,0,1,0,0,85,69,77,63,68,0,12,0.66,29.27,4.5,26,7.7,0,0,0,0,1,0,0
2013-08-13,70,58,64,-9,52,58,1,0,457,1856,0.0,29.37,8.7,3,9.6,0,0,0,1,0,0,0,71,62,67,50,57,0,2,0.0,29.42,11.2,2,11.9,0,0,0,1,0,0,0
2013-08-14,72,56,64,-8,50,56,1,0,458,1855,0.0,29.44,3.9,4,7.1,0,0,0,1,0,0,0,71,58,65,49,56,0,0,0.0,29.52,3.0,3,7.0,0,0,0,1,0,0,0
2013-08-15,75,55,65,-7,53,58,0,0,459,1854,0.0,29.4,4.2,24,4.9,0,0,0,1,0,0,0,74,57,66,50,58,0,1,0.0,29.47,4.5,22,5.0,0,0,0,1,0,0,0
2013-08-16,82,55,69,-3,52,60,0,4,500,1852,0.0,29.44,2.8,4,5.2,0,0,0,1,0,0,0,82,58,70,51,60,0,5,0.0,29.5,5.0,7,5.8,0,0,0,1,0,0,0
2013-08-17,81,57,69,-3,56,62,0,4,501,1851,0.0,29.47,5.7,8,6.4,0,0,0,1,0,0,0,79,60,70,55,62,0,5,0.0,29.53,6.0,7,6.3,0,0,0,1,0,0,0
2013-08-18,81,59,70,-2,57,63,0,5,502,1849,0.0,29.41,3.7,8,4.8,0,0,0,1,0,0,0,81,62,72,57,64,0,7,0.0,29.48,4.2,8,4.8,0,0,0,1,0,0,0
2013-08-19,85,57,71,0,60,65,0,6,503,1848,0.0,29.34,5.1,25,5.3,0,0,0,1,0,0,0,86,63,75,58,65,0,10,0.0,29.41,3.8,25,4.6,0,0,1,0,0,0,0
2013-08-20,88,66,77,6,62,68,0,12,504,1846,0.0,29.34,7.7,22,8.0,0,0,0,1,0,0,0,88,68,78,61,67,0,13,0.0,29.41,7.0,21,7.5,0,0,0,1,0,0,0
2013-08-21,90,68,79,8,65,70,0,14,505,1845,0.01,29.3,8.6,23,9.0,0,0,0,0,1,0,0,91,70,81,64,70,0,16,0.05,29.37,9.0,22,9.3,0,0,0,0,1,0,0
2013-08-22,78,68,73,2,67,69,0,8,506,1843,0.23,29.36,1.5,23,7.0,0,0,0,0,1,0,0,78,67,73,66,68,0,8,0.36,29.42,2.5,24,7.0,0,0,0,0,1,0,0
2013-08-23,82,62,72,1,55,63,0,7,508,1842,0.0,29.43,6.1,6,6.8,1,0,0,0,0,0,0,81,64,73,55,63,0,8,0.0,29.49,7.2,6,8.0,1,0,0,0,0,0,0
2013-08-24,86,60,73,2,59,65,0,8,509,1840,0.0,29.49,5.3,17,6.1,0,0,0,1,0,0,0,86,64,75,56,64,0,10,0.0,29.55,4.6,16,5.9,0,0,0,1,0,0,0
2013-08-25,89,65,77,7,62,68,0,12,510,1839,0.0,29.46,9.2,22,9.6,0,0,0,1,0,0,0,89,68,79,60,67,0,14,0.0,29.52,9.6,21,10.1,0,0,0,1,0,0,0
2013-08-26,92,70,81,11,68,72,0,16,511,1837,0.0,29.34,9.0,24,9.4,0,0,0,1,0,0,0,92,70,81,66,71,0,16,0.0,29.41,9.2,23,9.5,0,0,0,1,0,0,0
2013-08-27,96,77,87,17,70,75,0,22,512,1835,0.0,29.18,11.7,24,12.0,0,0,0,1,0,0,0,96,77,87,68,74,0,22,0.0,29.24,12.5,24,12.7,0,0,0,1,0,0,0
2013-08-28,83,71,77,7,69,72,0,12,513,1834,0.0,29.26,6.9,3,9.3,0,0,0,1,0,0,0,83,71,77,67,71,0,12,0.0,29.32,5.8,36,8.7,1,0,0,0,0,0,0
2013-08-29,89,66,78,8,64,69,0,13,514,1832,0.0,29.29,3.9,10,4.7,1,0,1,0,0,0,0,87,69,78,65,69,0,13,0.0,29.36,4.2,10,4.6,1,0,1,0,0,0,0
2013-08-30,96,67,82,12,68,72,0,17,515,1831,0.36,29.13,4.4,26,8.3,1,0,0,0,0,0,0,96,69,83,67,71,0,18,0.47,29.21,5.3,24,7.8,0,0,0,0,1,0,1
2013-08-31,78,71,75,6,67,69,0,10,516,1829,0.07,29.1,6.1,5,7.2,0,0,0,0,0,1,1,77,70,74,66,68,0,9,0.96,29.16,5.8,4,7.0,1,0,0,0,1,1,1
2013-09-01,85,65,75,7,67,70,0,10,517,1827,0.14,29.05,4.2,29,5.2,0,0,0,0,0,1,0,84,68,76,66,69,0,11,0.02,29.11,3.9,27,5.8,0,0,0,1,0,0,0
2013-09-02,79,60,70,2,61,64,0,5,518,1826,0.0,29.21,8.1,2,9.2,0,0,0,1,0,0,0,77,62,70,60,64,0,5,0.0,29.27,7.5,2,8.7,0,0,0,1,0,0,0
